"","Produce-1600-2541-Redacted.txt","Produce-2000.txt","Produce-3000.txt","Produce-4000.txt","Produce-5000.txt","Produce-6000.txt","Produce-Box-1-Redacted.txt","Produce-Box-5-Redacted.txt","Produce-Box-5.txt","Produce-Box-6.txt"
"sblundellkochcommcom",0,0,0,0,0,0,0,0,1,0
"sboxermansidleycom",0,0,0,6,0,0,0,0,0,0
"sbradley",0,0,0,0,0,0,0,0,0,1
"sbradleybrokenarrowokgov",0,0,0,0,0,0,0,0,0,2
"sbranumgmailcom",0,0,0,0,0,0,0,0,0,1
"sbrowncatoosakokus",0,0,0,0,0,0,0,0,0,2
"sbrownclaremorecitycom",0,0,0,0,0,0,0,0,0,1
"sbs",0,0,0,0,0,0,3,0,0,0
"sbuckodmhsasorg",0,0,0,0,0,0,0,0,0,1
"sbuettnergswestokorg",0,0,0,0,0,0,0,0,0,1
"sbunkernatrcom",0,1,0,0,0,0,0,0,0,0
"sbunnfluidmscom",0,0,0,0,0,0,0,0,22,0
"sburtonhuntoncom",0,2,0,0,0,0,0,0,0,0
"sbux",0,0,0,6,0,0,0,0,0,0
"scafidi",12,0,0,0,0,0,0,0,0,0
"scale",0,0,0,0,0,0,1,0,0,0
"scaleup",0,0,0,6,0,0,0,0,0,0
"scalf",0,0,0,0,41,0,4,0,29,0
"scam",6,0,0,9,3,0,0,0,4,0
"scammers",0,0,0,2,0,0,0,0,0,0
"scanfax",0,0,0,2,0,0,0,0,0,0
"scanned",0,0,0,3,0,0,0,0,0,0
"scarcely",0,0,0,6,0,0,0,0,0,0
"scare",0,0,0,0,0,0,0,0,2,0
"scarriertulsacountyorg",0,0,0,0,0,0,0,0,0,1
"scarsonokiahomacenterfornonprofltsorg",0,0,0,0,0,0,0,0,0,1
"scarteroklahomawatchorg",0,0,0,0,0,0,0,0,0,1
"scary",0,0,0,0,0,0,0,0,24,0
"scastatesidecom",0,2,0,0,0,0,0,0,0,0
"scaswmailattcom",0,0,0,0,0,0,0,0,0,2
"scatalanocothrandevelopmentcom",0,0,0,0,0,2,0,0,0,0
"scc",2,0,0,3,0,4,0,0,0,0
"scdamdbmdyahoocom",0,0,0,0,0,0,0,0,0,3
"scenarios",0,0,1,11,0,0,0,0,0,0
"scene",0,0,0,0,0,0,0,0,0,1
"scenes",15,15,0,6,0,0,0,0,0,0
"scenic",0,0,0,0,0,0,0,0,0,2
"sch",0,0,0,17,0,0,0,0,0,0
"schafnift",0,0,0,0,0,0,0,0,0,1
"schafnitt",0,0,0,0,0,0,0,0,0,1
"schdoc",0,0,0,1,0,0,0,0,2,0
"schedule",35,3,323,285,4,1,1,7,32,3
"scheduleagenda",0,0,0,8,0,0,0,0,0,0
"scheduled",8,17,2,56,14,2,1,7,11,5
"scheduledoc",0,0,0,1,0,0,0,0,0,0
"scheduler",0,0,0,0,0,0,0,7,9,0
"schedules",0,0,23,13,0,2,1,0,0,0
"scheduling",0,0,6,32,0,0,0,6,6,0
"scheidemantel",0,0,0,0,0,0,0,0,0,1
"scheme",4,0,1,9,2,0,0,0,0,0
"scheudule",0,0,0,1,0,0,0,0,0,0
"schiermeyer",0,0,0,3,0,0,0,0,0,0
"schmerer",0,0,0,0,0,0,0,0,0,2
"schmererouhscedu",0,0,0,0,0,0,0,0,0,1
"schmidt",4,0,0,0,12,0,2,0,2,2
"schmiedeberg",0,0,0,0,0,0,0,0,0,1
"schnaithman",0,0,0,0,4,0,0,0,0,0
"schoebcoxnet",0,0,0,2,0,0,0,0,0,2
"schoibostonpacificcom",0,0,0,5,0,1,0,0,0,0
"scholar",0,0,0,6,0,0,0,0,5,1
"scholars",0,0,0,6,0,0,4,0,0,0
"scholarship",4,0,0,12,0,0,0,20,52,0
"scholarships",40,0,0,52,0,0,4,0,0,0
"school",95,3,1,179,3,3,20,30,333,37
"schoolbased",0,3,0,0,0,0,0,0,0,0
"schoolchoice",0,0,0,0,0,0,0,6,44,0
"schoolchoicechampion",0,0,0,4,0,0,0,0,0,0
"schooley",5,0,0,0,1,0,7,0,4,0
"schooling",4,0,0,48,0,0,0,0,0,0
"schools",15,9,0,127,0,2,0,16,109,53
"schoolteachers",0,0,0,6,0,0,0,0,0,0
"schott",0,0,0,0,0,0,4,0,0,3
"schrade",0,0,1,1,0,0,0,0,0,0
"schrantzamberlillycom",0,0,0,0,0,0,0,0,0,1
"schreiber",0,0,0,0,0,0,0,0,0,1
"schroeder",0,0,0,0,0,0,0,0,0,4
"schroedter",10,0,6,461,76,4,15,0,38,0
"schroedterdomaininvalid",0,0,0,2,0,0,0,0,0,0
"schuart",0,0,0,0,5,0,0,0,0,0
"schultz",0,0,1,6,0,0,0,0,0,4
"schulz",5,0,0,0,1,0,9,0,2,0
"schulzoksenategov",0,0,0,0,0,1,0,0,1,0
"schwartz",0,0,3,8,0,0,0,0,0,0
"science",1,0,4,18,0,0,0,8,8,7
"sciences",0,0,1,9,2,0,0,0,5,0
"scientific",4,0,0,0,0,0,0,0,0,0
"scientist",0,0,0,6,0,0,0,0,0,0
"scigliano",0,2,0,0,0,0,0,0,0,0
"sclymerodvastateokus",0,0,0,0,0,0,0,0,0,1
"scoftbehennaicthigov",0,0,0,0,0,0,0,0,0,1
"scoftbrooksnewsonnet",0,0,0,0,0,0,0,0,0,1
"scoh",0,0,0,0,0,0,0,0,0,1
"scohlmiapikepasscom",0,0,0,0,0,0,0,0,1,0
"sconnervcokccom",0,0,0,0,0,0,0,0,0,2
"sconradoccemailcom",0,0,0,0,0,0,0,0,2,0
"sconsedinebrokenarrowokgov",0,0,0,0,0,0,0,0,0,1
"scookgrdacom",0,0,0,0,0,0,0,0,0,1
"scope",0,0,0,14,0,0,0,0,0,0
"score",4,0,0,10,2,0,0,0,0,1
"scored",0,0,0,0,0,0,0,0,0,1
"scores",0,0,0,36,4,0,4,0,0,0
"scoreshave",0,0,0,12,0,0,0,0,0,0
"scoring",0,0,0,0,2,0,0,0,0,0
"scornelldpsstateokus",0,0,0,0,0,0,0,0,0,3
"scot",6,0,0,0,41,0,4,0,26,3
"scotiamooregmailcom",0,0,0,16,0,0,0,0,0,0
"scotlferriskbistateksus",0,0,0,0,0,0,0,0,0,1
"scotlinmanokhousegov",0,0,0,0,0,0,0,0,0,1
"scotltohlenokhousegov",0,0,0,0,0,0,0,0,0,1
"scott",121,3,292,422,113,31,52,26,208,76
"scottbehennaicthigov",0,0,0,0,0,0,0,0,0,1
"scottbiggsokhousegov",0,0,0,0,0,1,0,0,0,0
"scottcarterjournalrecordcom",0,0,0,0,0,0,0,0,0,2
"scottcoppenbargerhcahealthcarecom",0,0,0,0,0,0,0,0,1,0
"scottcraigcherokeeorg",0,0,0,0,0,0,0,0,0,3
"scottdarnoldmidfirstcom",0,0,0,0,0,0,0,0,1,0
"scottecollieryahoocom",0,0,0,0,0,0,0,0,0,1
"scottevanscityoftulsaorg",0,0,0,0,0,0,0,0,0,1
"scottevanstuisaairportscom",0,0,0,0,0,0,0,0,0,1
"scottevanstulsaairportscom",0,0,0,0,0,0,0,0,0,1
"scottfontenotwellsfargocom",0,2,0,0,0,0,0,0,0,0
"scottharmontulsahousingorg",0,0,0,0,0,0,0,0,0,3
"scottharshbargermercerdeltacom",2,0,28,0,0,0,1,0,0,0
"scottholmthomsonreuterscom",0,2,0,0,0,0,0,0,0,0
"scotthumesbcglobalnet",0,0,0,0,0,1,0,0,0,0
"scottinmanokhousegov",0,0,1,3,0,1,0,0,1,6
"scottjackmanlexisnexiscom",0,2,0,0,0,0,0,0,0,0
"scottjensenwirrcom",0,0,0,16,0,0,0,0,0,0
"scottkoschwitzctgov",0,0,83,0,0,0,0,0,0,0
"scottkoschwitzpostatectus",0,1,8,13,0,0,0,0,0,0
"scottmartinokhousegov",0,0,0,0,0,1,0,0,0,0
"scottmccallokcgov",0,0,0,0,0,0,0,0,0,1
"scottpruiftoagokgov",0,0,0,0,0,0,0,0,0,1
"scottpruitt",48,0,0,0,0,0,0,0,0,0
"scottpruittmecom",0,0,0,1,0,0,0,0,0,0
"scottpruittoagokgov",1,2,84,19,0,1,0,0,17,1
"scottrowlandoutlookcom",0,0,0,0,0,2,0,0,0,0
"scotts",0,0,0,0,0,0,1,0,0,0
"scottscottnorwoodcom",0,0,0,3,10,0,0,0,0,0
"scottsdale",0,0,0,0,0,0,0,0,0,2
"scotusblog",0,0,0,0,0,0,0,0,3,0
"scourge",0,0,0,5,0,0,0,0,0,0
"scoxnicholshillsnet",0,0,0,0,0,0,0,0,0,2
"scr",0,0,0,0,0,0,1,0,0,0
"scratched",0,0,0,0,0,0,0,4,4,0
"screen",0,0,0,3,1,0,0,0,0,0
"screened",0,0,0,2,0,0,0,0,0,0
"screening",0,0,0,0,0,0,0,0,5,0
"scrimmages",0,0,0,0,0,0,0,0,0,3
"script",5,0,0,0,0,0,0,0,0,0
"scrivner",0,0,0,0,0,0,0,0,0,2
"scrub",0,0,0,0,0,0,0,0,0,2
"scrubbers",0,0,0,2,0,0,0,0,0,0
"scrutiny",32,0,0,0,0,0,0,0,0,1
"scrutinydoc",0,0,0,0,0,0,2,0,0,0
"sdarkenwaldmtgov",0,0,0,1,0,0,0,0,0,0
"sdbybeeupcom",0,0,0,0,0,0,0,0,0,1
"sdeckerqsbcorg",0,0,0,0,0,0,0,0,1,0
"sdheditorsbcglobalnet",0,0,0,0,0,0,0,0,0,1
"sdoughaloccmailcom",0,0,3,6,0,0,0,0,0,0
"sdowcaptcorg",0,0,0,2,0,1,0,0,0,2
"seale",0,0,0,0,0,0,0,0,0,1
"sealeleflorecountysocom",0,0,0,0,0,0,0,0,0,1
"sean",15,0,0,36,45,0,13,0,32,7
"seandonahuegoldbergcom",0,1,91,19,0,0,0,0,0,0
"seanmichaelkennedyokstateedu",0,0,0,0,0,0,0,0,1,0
"seannpetersonaexpcom",0,2,0,0,0,0,0,0,0,0
"seanrileyagkygov",0,0,0,48,0,0,0,0,0,0
"seanrobertsokhousegov",0,0,0,0,0,1,0,0,0,0
"search",1,0,14,0,0,0,0,0,3,0
"searchable",0,0,0,3,0,0,0,0,0,0
"searching",8,0,0,0,0,0,2,0,0,0
"season",0,0,0,2,0,4,0,0,0,3
"seat",6,0,0,20,0,0,0,0,29,0
"seating",10,0,0,0,0,0,0,8,13,0
"seats",0,0,0,10,0,0,0,0,0,0
"seattle",0,0,3,6,2,0,0,0,0,0
"sebelius",12,0,0,8,0,0,0,0,2,0
"seby",20,0,0,0,0,0,0,0,0,0
"sec",15,0,0,135,24,24,0,0,24,0
"sechrist",0,1,0,0,0,0,0,0,0,0
"second",10,0,15,27,6,1,6,0,17,1
"secondary",0,0,0,0,0,0,0,0,0,1
"secondquarter",0,0,0,6,0,0,0,0,0,0
"seconds",4,0,0,0,0,0,0,0,0,0
"secord",0,0,0,24,0,0,0,0,0,0
"secret",1,0,0,0,0,0,0,0,0,4
"secretary",16,0,0,47,10,0,8,15,35,2
"secretly",0,0,1,7,0,0,0,0,0,0
"secs",0,0,0,0,0,0,4,0,0,0
"section",4,0,17,26,0,1,4,0,16,0
"sections",0,0,0,3,0,0,0,0,0,0
"sector",4,0,1,19,0,0,0,0,6,5
"sectors",0,0,0,0,0,0,0,0,0,1
"secure",0,0,0,0,0,0,0,0,0,3
"secured",4,0,1,3,0,0,0,0,0,0
"securing",0,0,0,0,0,0,0,0,5,0
"securities",6,0,0,45,8,8,0,0,8,0
"security",10,19,119,98,3,0,5,0,0,57
"securitycloud",0,0,0,3,0,0,0,0,0,0
"securityfederal",0,0,0,0,0,0,0,0,0,4
"securityiafast",0,0,0,0,0,0,0,0,0,2
"securitylieutenant",0,0,0,0,0,0,0,0,0,2
"securityoifc",0,0,0,0,0,0,0,0,0,2
"sedano",0,0,0,0,41,0,4,0,26,0
"sedwardssallisawokorg",0,0,0,0,0,0,0,0,0,1
"see",71,0,136,272,14,2,92,16,66,12
"seeing",6,1,0,10,0,0,0,0,17,1
"seek",20,0,11,21,0,0,0,0,1,0
"seeking",0,0,2,40,0,1,0,0,18,0
"seeks",4,0,2,7,0,4,6,0,0,0
"seely",0,0,0,0,0,0,0,0,0,2
"seem",7,0,0,6,1,0,0,3,3,0
"seemed",0,3,0,0,0,0,0,0,0,0
"seems",9,1,0,21,0,0,1,0,0,0
"seen",4,0,0,59,0,5,3,0,9,6
"sees",4,5,0,0,0,0,0,0,1,1
"seethats",0,0,0,0,1,0,0,0,0,0
"seffern",0,0,1,0,0,0,0,0,0,0
"segment",0,0,0,24,0,0,0,2,7,0
"segregate",0,0,0,5,0,0,0,0,0,0
"seiling",0,0,0,1,0,0,0,0,0,1
"selby",5,0,0,0,1,0,7,0,4,0
"select",0,0,2,3,0,0,0,0,5,1
"selected",0,0,0,0,0,0,0,0,4,0
"selection",0,0,0,0,0,0,0,0,4,0
"selective",0,0,0,2,0,0,0,0,0,0
"selectively",0,0,0,6,0,0,0,0,0,0
"selenecwagweborg",0,2,0,0,0,0,0,0,0,0
"self",0,0,0,0,0,0,1,0,0,2
"selfinterest",4,0,0,0,0,0,0,0,0,0
"selfish",0,0,0,0,0,0,0,0,5,0
"selfpay",0,0,0,3,0,0,0,0,0,0
"selfpity",0,0,0,6,0,0,0,0,0,0
"selfridge",0,0,0,0,0,0,0,0,0,1
"sell",0,0,0,2,0,0,0,0,0,0
"sellers",0,0,0,0,0,0,0,0,0,4
"sells",0,0,0,6,0,0,0,0,0,0
"selman",5,0,0,0,1,0,7,0,4,0
"semantically",1,0,14,0,0,0,0,0,0,0
"semerrillbinghamcom",2,0,28,0,0,0,1,0,0,0
"semester",0,0,0,0,0,0,4,0,0,0
"semifinals",0,0,0,0,0,0,0,0,0,1
"seminary",0,0,0,0,0,0,0,16,16,0
"seminole",0,0,0,0,0,0,0,0,0,11
"seminolecountyoneyahoocom",0,0,0,0,0,0,0,0,0,1
"semmonscleetstateok",0,0,0,0,0,0,0,0,0,1
"semmonscleetstateokus",0,0,0,0,0,0,0,0,0,1
"sempdyahoocom",0,0,0,0,0,0,0,0,0,4
"sen",41,0,1,26,0,0,1,0,13,6
"senate",14,5,113,17,0,1,19,0,7,2
"senates",0,0,0,0,0,0,1,0,0,0
"senator",19,0,35,13,0,0,0,0,6,0
"senatorconniegmailcom",0,0,0,0,0,0,0,0,0,1
"senatorconnieyahoocom",0,0,0,0,0,0,0,0,0,1
"senators",0,0,1,1,0,0,1,0,0,0
"send",63,0,117,112,2,0,20,0,44,5
"sender",45,0,76,307,22,6,27,0,8,4
"sending",8,0,1,42,1,1,8,0,6,1
"sendnewswrnewsnet",0,0,0,0,0,0,0,0,0,3
"sends",0,0,0,0,0,1,0,0,0,0
"senecascottokhousegov",0,0,0,0,0,1,0,0,0,0
"senior",2,0,1,108,17,0,7,8,111,28
"seniors",4,0,0,6,0,0,0,0,0,2
"sens",4,0,0,0,0,0,0,0,0,0
"sense",32,0,484,3,0,0,16,0,1,0
"sensitive",4,0,0,22,0,0,0,0,0,7
"sent",489,114,406,1281,58,49,104,71,552,4
"sentence",1,0,4,55,0,0,0,0,0,0
"sentenced",0,0,0,0,0,0,0,0,0,1
"sentences",1,0,14,5,0,0,0,0,0,0
"sentinel",0,0,0,0,0,0,0,0,0,9
"sentineltownpldinet",0,0,0,0,0,0,0,0,0,1
"sentries",4,0,0,0,0,0,0,0,0,0
"sep",0,0,0,26,1,0,0,0,0,0
"separate",11,0,6,47,0,0,4,0,0,0
"separated",0,0,0,5,0,0,0,0,0,0
"separately",0,0,0,4,0,0,0,0,0,0
"separating",0,0,0,12,0,0,0,0,0,0
"separation",0,0,0,3,2,0,0,0,2,0
"sept",0,0,2,26,1,0,0,0,5,2
"september",0,0,3,355,0,0,0,0,0,1
"sequence",1,0,0,0,0,0,0,0,0,0
"sequesters",0,0,0,0,0,0,1,0,0,0
"sequestration",0,0,0,0,0,0,0,0,0,1
"sequoyah",0,0,0,0,0,0,0,0,0,3
"seratte",0,0,0,0,0,0,0,0,0,2
"sergeant",0,0,0,0,0,0,0,0,0,52
"sergeantbomb",0,0,0,0,0,0,0,0,0,2
"sergeantcommunications",0,0,0,0,0,0,0,0,0,2
"sergeantflo",0,0,0,0,0,0,0,0,0,1
"sergeantflu",0,0,0,0,0,0,0,0,0,1
"sergeantincident",0,0,0,0,0,0,0,0,0,1
"sergeantncoic",0,0,0,0,0,0,0,0,0,2
"sergeantoperafionsleflo",0,0,0,0,0,0,0,0,0,2
"sergeantpark",0,0,0,0,0,0,0,0,0,2
"sergeantproject",0,0,0,0,0,0,0,0,0,1
"sergeanttassistant",0,0,0,0,0,0,0,0,0,1
"serial",0,0,0,0,1,0,0,0,0,0
"serialsuarkedu",0,0,0,0,0,0,0,0,1,0
"series",0,0,2,12,1,0,0,0,9,1
"serious",4,0,2,4,0,0,0,0,0,0
"seriously",0,0,0,0,0,0,1,0,0,0
"serve",1,0,28,10,0,1,4,0,10,2
"served",0,0,24,14,0,0,0,16,55,0
"server",0,0,0,1,0,0,0,0,0,0
"serves",11,0,7,22,0,1,4,8,27,1
"service",50,1,226,173,9,22,10,5,29,29
"serviceeastern",0,0,0,0,0,0,0,0,0,2
"serviceregion",0,0,0,0,0,0,0,0,0,2
"services",38,4,1,62,2,4,8,18,57,20
"servicesinspector",0,0,0,0,0,0,0,0,0,3
"servicesoffice",0,0,0,0,0,0,0,0,0,8
"serviceu",0,0,0,0,0,0,0,0,0,1
"serving",0,0,0,10,0,0,0,8,8,0
"seschreibersbcglobalnet",0,0,0,0,0,2,0,0,0,0
"session",0,0,0,75,36,0,10,5,18,3
"sessions",0,0,7,0,0,0,0,0,16,0
"sessums",0,0,0,0,0,0,0,0,0,1
"set",39,21,20,159,9,1,12,4,26,1
"setbacks",0,0,0,0,0,0,0,0,5,0
"seth",5,0,0,0,0,0,0,0,0,0
"sets",4,0,0,0,2,2,0,0,0,0
"setting",0,0,0,4,0,0,0,0,0,0
"settings",0,0,2,0,0,0,0,0,0,0
"settle",45,0,20,70,0,0,0,0,3,0
"settled",0,0,0,2,0,0,0,0,1,1
"settlement",5,0,3,61,0,0,0,0,4,0
"settlements",4,0,5,9,0,0,0,0,0,0
"settlethat",0,0,1,1,0,0,0,0,0,0
"setup",0,8,0,3,0,0,0,0,0,0
"setzip",0,0,0,4,0,0,0,0,0,0
"seven",1,0,0,23,0,6,2,0,6,0
"sevenbradburydechertcom",0,0,0,6,0,0,0,0,0,0
"seventh",0,0,0,9,0,0,0,0,0,0
"sevenyear",0,0,0,0,0,2,0,0,0,0
"sever",0,0,0,0,0,0,0,5,5,0
"several",32,0,109,60,0,1,7,5,20,0
"severance",0,0,0,4,0,0,0,0,0,0
"severe",0,0,1,28,0,0,0,0,1,0
"sewage",0,0,0,0,0,0,0,0,0,1
"sewell",0,0,2,3,0,0,2,0,0,0
"sexual",0,0,0,0,0,0,2,0,0,0
"seyedoff",0,0,0,15,0,0,0,0,0,0
"seymour",5,0,0,0,1,0,7,0,4,0
"sfarrisnmaggov",0,1,91,25,0,0,0,0,0,0
"sfdrug",0,0,0,0,0,0,0,0,0,1
"sferghotmailcom",0,0,0,0,0,0,0,0,0,2
"sfickelmeyer",0,0,0,0,0,0,0,0,0,1
"sfigler",0,0,0,0,0,0,0,0,0,3
"sfiglerpdgmailcom",0,0,0,0,0,0,0,0,0,1
"sfihlwater",0,0,0,0,0,0,0,0,0,1
"sfillwater",0,0,0,0,0,0,0,0,0,3
"sfilwell",0,0,0,0,0,0,0,0,0,3
"sfilwelldjwindstreamnet",0,0,0,0,0,0,0,0,0,2
"sfisheroccemailcom",0,0,0,15,0,0,0,0,0,0
"sfit",0,0,0,0,0,0,0,0,0,1
"sfletcherstillwaterorg",0,0,0,0,0,0,0,0,1,0
"sfowlervoaokorg",0,0,0,0,0,0,0,0,1,0
"sfreenyfreenylawcom",0,0,0,0,0,0,0,0,0,1
"sfs",0,0,0,0,0,0,0,0,0,1
"sgaddtcsoorg",0,0,0,0,0,0,0,0,0,3
"sganleycatfus",0,1,7,19,0,0,0,0,0,0
"sgelnarryanwhaleycom",0,0,0,0,0,0,0,0,0,6
"sgentryaogccom",0,0,0,0,41,0,0,0,28,0
"sglanztcsoorg",0,0,0,0,0,0,0,0,0,1
"sgravescfokorg",0,0,0,2,0,1,0,0,0,2
"sgtduckworthyahoocom",0,0,0,0,0,0,0,0,0,1
"shackled",0,0,0,0,0,0,0,0,5,0
"shackles",0,0,0,6,0,0,0,0,0,0
"shaft",0,0,2,4,0,0,0,0,0,0
"shah",0,2,0,0,0,0,0,0,0,0
"shaking",4,0,0,0,0,0,0,0,0,0
"shale",0,0,0,0,0,0,3,0,0,0
"shall",8,0,0,25,0,0,1,0,0,0
"shaloa",0,0,0,0,0,0,0,0,0,1
"sham",4,0,0,0,0,0,0,0,0,0
"shammonsapexokcom",0,0,0,0,0,2,0,0,0,0
"shamrock",0,0,0,0,0,0,0,0,0,2
"shandy",0,0,0,26,0,0,0,0,0,1
"shane",0,0,0,0,0,0,3,0,0,5
"shanejemisongmailcom",0,0,0,0,0,2,0,0,0,0
"shanejonesadaokcom",0,0,0,0,0,0,0,0,0,1
"shanekphaseonlinecom",0,0,0,0,0,0,0,0,0,1
"shanelovetticedhsgov",0,0,0,0,0,0,0,0,0,2
"shanghai",0,0,26,0,0,0,0,0,0,0
"shannon",29,0,281,16,104,3,18,0,73,19
"shannonbondcchsfscom",0,2,0,0,0,0,0,0,0,0
"shannonbuhlcherokeeorg",0,0,0,0,0,0,0,0,0,1
"shannonbutlercleetstateokus",0,0,0,0,0,0,0,0,0,2
"shannonforstaterepsbcglobalnet",0,0,0,0,0,0,0,0,0,3
"shannons",0,0,0,10,0,0,0,0,0,0
"shannonsoutheasternlegalorg",0,1,88,22,0,0,0,0,0,0
"shannonwhizkidsokorg",0,0,0,0,0,0,0,0,1,0
"shanon",3,0,5,9,3,0,0,0,0,0
"shar",0,0,4,11,23,0,0,0,18,3
"share",10,0,4,86,0,2,12,0,43,1
"shared",4,0,0,0,0,0,5,0,7,0
"sharing",0,0,2,8,0,0,0,0,3,5
"sharla",0,0,0,0,0,0,0,0,0,1
"sharlaarfinderbinderokcom",0,0,0,0,0,0,0,0,1,0
"sharlabradleyedmondokcom",0,0,0,0,0,0,0,0,0,1
"sharlaokfinderbinderokcom",0,0,0,0,0,0,0,0,1,0
"sharmaine",0,0,0,0,0,0,0,0,0,2
"sharmainenicholsonangafmil",0,0,0,0,0,0,0,0,0,2
"sharnelleallenclearesultcom",0,0,0,0,0,0,0,0,22,0
"sharon",0,0,3,14,0,0,4,0,1,6
"sharoncmstrategiescom",0,0,0,0,0,0,0,0,0,2
"sharp",0,0,0,3,0,0,0,0,0,4
"sharpen",0,0,0,14,0,0,0,0,0,0
"sharply",0,0,0,5,0,0,0,0,0,0
"sharpoksenategov",0,0,0,0,0,1,0,0,1,0
"sharpton",0,0,0,0,0,0,0,0,0,1
"sharptonlsbstateokus",0,0,0,0,0,0,0,0,0,1
"sharrisonokohacom",0,0,0,0,0,0,0,0,2,1
"sharyland",0,0,0,8,0,0,0,0,0,0
"shaull",0,0,0,4,0,0,0,0,0,0
"shaundillehaymetrotechedu",0,0,0,0,0,0,0,0,1,0
"shaw",0,0,0,0,0,0,2,0,0,0
"shawn",5,0,0,0,1,0,7,0,4,15
"shawnbyrneokcgov",0,0,0,0,0,0,0,0,0,1
"shawnecapitolnet",0,0,0,0,0,0,0,0,0,3
"shawnee",0,0,0,6,0,0,0,0,0,17
"shawnhanksduveracom",0,1,0,0,0,0,0,0,0,0
"shawnlepardmaccom",0,0,0,0,0,2,0,0,0,0
"shawnpercorg",0,0,0,0,0,0,0,0,0,2
"shawntupperdhsgov",0,0,0,0,0,0,0,0,0,2
"shawoksenategov",0,0,0,0,0,1,0,0,0,0
"shawthorneartscouncilokccom",0,0,0,0,0,0,0,0,1,0
"shawwhitakerouhscedu",0,0,0,0,0,0,0,0,0,1
"she",85,0,15,52,2,5,10,0,9,0
"shea",0,0,0,0,23,0,2,0,21,3
"shebertattnet",0,0,0,0,0,1,0,0,0,0
"sheen",6,0,0,0,0,0,0,0,0,3
"sheenabrooksoscnnet",0,0,0,2,0,1,0,0,1,2
"sheet",28,19,0,3,0,0,0,0,0,0
"sheets",0,0,0,1,0,0,0,0,0,0
"sheila",136,0,10,10,3,0,11,0,0,0
"sheilacolclasureacxiomcom",0,2,0,0,0,0,0,0,0,0
"sheilaharderdvncom",33,0,4,4,2,0,3,0,0,0
"sheilaharderdvncommailtosheilaharderdvncom",20,0,0,0,0,0,0,0,0,0
"shelby",0,0,0,0,0,0,0,0,0,3
"shelbyfinneyfwsgov",0,0,0,0,0,0,0,0,0,2
"shelia",0,0,0,0,1,0,0,0,0,0
"shelley",0,0,0,0,0,0,0,0,0,1
"shelleydahlbergoagstatetxus",0,0,10,0,0,0,0,0,0,0
"shelleyshelbycoxnet",0,0,1,1,0,0,0,0,1,4
"shelliechard",1,0,0,0,0,0,0,0,0,0
"shelliechardmcclarydeqokgov",0,0,5,9,4,0,0,0,0,0
"shells",4,0,0,0,0,0,0,0,0,0
"shelly",4,0,0,3,2,0,2,0,2,0
"shellyshelbycontrescom",0,0,0,0,0,0,0,0,0,4
"shelton",0,0,0,0,0,0,0,0,0,1
"sheltongrokhousegov",0,0,0,2,0,0,0,0,0,2
"shen",0,0,0,0,0,0,0,0,0,1
"shendersonbixbycom",0,0,0,0,0,0,0,0,0,1
"shendrickoccemailcom",0,0,0,0,0,0,0,0,0,2
"shepherd",0,0,0,0,35,0,4,0,26,2
"sheraton",0,0,2,10,0,0,0,0,0,0
"sheree",0,0,0,0,0,0,0,0,0,1
"shereepowellokdhsorg",0,0,0,0,0,0,0,0,0,1
"sheri",6,0,0,3,1,0,4,0,0,3
"sheriburnettcoxcom",0,0,0,0,0,0,0,0,0,2
"sheridan",45,0,9,26,2,0,31,0,0,5
"sheridancid",0,0,0,0,0,0,0,0,0,1
"sheridancidgrovepolicecom",0,0,0,0,0,0,0,0,0,1
"sheriff",0,0,0,0,0,0,0,0,0,76
"sheriffbeckhamcountysheriffcom",0,0,0,0,0,0,0,0,0,1
"sheriffcanadian",0,0,0,0,0,0,0,0,0,1
"sheriffdoughertycotcnet",0,0,0,0,0,0,0,0,0,1
"sheriffelo",0,0,0,0,0,0,0,0,0,1
"sheriffjunctcom",0,0,0,0,0,0,0,0,0,2
"sheriffk",0,0,0,0,0,0,0,0,0,1
"sheriffpawneecountysheriffcom",0,0,0,0,0,0,0,0,0,1
"sheriffreedaolcom",0,0,0,0,0,0,0,0,0,1
"sheriffs",0,0,0,0,0,0,0,0,0,12
"sheriffsequoyahcountysherifforg",0,0,0,0,0,0,0,0,0,1
"sherigoodeggdiningcom",0,0,0,0,0,0,0,0,0,1
"sherman",11,0,0,0,1,0,7,0,4,4
"sherr",6,0,0,0,0,0,0,0,0,3
"sherri",0,0,2,10,0,0,4,0,0,3
"sherrie",2,0,0,4,0,0,2,0,0,0
"sherrill",4,0,0,0,2,0,2,0,2,1
"sherry",10,0,1,14,57,0,25,0,37,5
"sherrypenwritecom",0,0,0,0,0,0,0,0,1,0
"shes",2,0,0,2,0,0,0,0,0,0
"shields",0,0,0,0,0,0,0,0,0,1
"shift",0,0,0,6,0,0,1,0,0,4
"shifted",0,0,0,6,0,0,0,0,0,0
"shifting",0,0,0,3,0,0,0,0,0,0
"shigleyafpmorg",0,2,0,7,0,0,0,0,0,0
"shillow",0,0,0,0,0,0,0,0,0,1
"shimkus",0,0,1,0,0,0,0,0,0,0
"shine",0,0,0,3,0,0,0,0,0,0
"shines",5,0,0,0,0,0,0,0,0,0
"shining",8,0,0,0,0,0,0,0,0,0
"shinsoo",0,0,0,0,0,1,0,0,0,0
"shipley",0,0,2,2,0,0,4,0,13,4
"shipleyoag",0,0,0,0,0,0,0,0,4,0
